date,week,home,home_score,away_score,away,stadium,region,avg_temp,min_temp,max_temp,rainfall,avg_windspeed,avg_relative_humid,nb_crowd
2019-05-31,FRI,KT,3,2,DOOSAN,Suwon,Suwon,18.9,14.4,24.2,0.0,2.4,59.9,7105
2019-05-31,FRI,LOTTE,6,1,SAMSUNG,Sajik,Busan,18.4,14.9,22.9,1.1,4.1,59.9,9425
2019-05-31,FRI,KIA,3,2,KIUM,Gwangju,Gwangju,17.7,13.2,24.4,2.0,1.7,76.4,10595
2019-06-01,SAT,SK,0,6,HANWHA,Munhak,Incheon,17.0,14.8,19.9,0.0,2.2,73.5,23000
2019-06-01,SAT,LG,5,1,NC,Jamsil,Seoul,18.9,14.8,23.7,0.0,1.9,60.5,18500
2019-06-01,SAT,KT,13,3,DOOSAN,Suwon,Suwon,17.9,12.6,24.6,0.0,1.5,71.6,17341
2019-06-01,SAT,LOTTE,5,2,SAMSUNG,Sajik,Busan,19.8,16.2,24.8,0.0,2.9,60.9,19461
2019-06-01,SAT,KIA,0,4,KIUM,Gwangju,Gwangju,19.6,13.5,27.0,0.0,1.1,68.0,18093
2019-06-02,SUN,SK,5,2,HANWHA,Munhak,Incheon,19.5,14.8,24.4,0.0,2.1,57.8,17503
2019-06-02,SUN,LG,1,4,NC,Jamsil,Seoul,21.1,14.1,27.8,0.0,1.7,42.1,12536
2019-06-02,SUN,KT,4,7,DOOSAN,Suwon,Suwon,20.5,12.4,28.1,0.0,1.4,55.4,10882
2019-06-02,SUN,LOTTE,3,8,SAMSUNG,Sajik,Busan,20.9,17.4,24.6,0.0,2.6,53.8,11657
2019-06-02,SUN,KIA,5,6,KIUM,Gwangju,Gwangju,21.8,15.2,28.8,0.0,1.0,57.6,11687
2019-06-04,THU,LOTTE,3,2,HANWHA,Ulsan,Ulsan,23.1,17.4,29.7,0.0,1.3,66.0,7721
2019-06-04,THU,LG,8,4,KT,Jamsil,Seoul,22.6,17.6,29.0,0.0,2.2,56.4,7244
2019-06-04,THU,SAMSUNG,3,1,NC,Daegu,Daegu,27.1,19.1,34.3,0.0,1.4,46.4,7142
2019-06-04,THU,KIA,2,7,DOOSAN,Gwangju,Gwangju,23.9,17.6,31.7,0.0,1.1,59.0,18318
2019-06-04,THU,KIUM,1,2,SK,Gocheok,Seoul,22.6,17.6,29.0,0.0,2.2,56.4,4703
2019-06-05,WED,LOTTE,3,6,HANWHA,Ulsan,Ulsan,23.4,19.0,28.8,0.0,1.7,64.1,8812
2019-06-05,WED,LG,9,2,KT,Jamsil,Seoul,23.0,17.8,29.6,0.0,1.8,63.8,9860
2019-06-05,WED,SAMSUNG,4,3,NC,Daegu,Daegu,27.4,20.9,35.7,0.0,2.1,41.4,10078
2019-06-05,WED,KIA,4,5,DOOSAN,Gwangju,Gwangju,24.3,18.2,31.3,0.0,1.1,65.9,10247
2019-06-05,WED,KIUM,2,6,SK,Gocheok,Seoul,23.0,17.8,29.6,0.0,1.8,63.8,5333
2019-06-06,THU,LOTTE,3,4,HANWHA,Ulsan,Ulsan,21.7,16.7,27.0,12.1,1.4,79.4,7104
2019-06-06,THU,LG,8,7,KT,Jamsil,Seoul,21.2,18.6,25.1,7.5,1.2,75.9,13673
2019-06-06,THU,SAMSUNG,6,0,NC,Daegu,Daegu,24.3,17.1,32.8,4.5,1.5,60.3,15425
2019-06-06,THU,KIA,12,3,DOOSAN,Gwangju,Gwangju,21.8,17.0,27.4,27.2,2.1,85.3,16203
2019-06-06,THU,KIUM,6,2,SK,Gocheok,Seoul,21.2,18.6,25.1,7.5,1.2,75.9,8594
2019-06-07,FRI,NC,2,1,KIA,Changwon,Changwon,18.7,17.1,21.2,16.8,0.8,88.9,7173
2019-06-07,FRI,HANWHA,3,2,LG,Daejeon,Daejeon,18.8,16.6,20.5,25.6,1.6,94.9,9416
2019-06-07,FRI,KT,2,1,LOTTE,Suwon,Suwon,19.9,17.1,24.5,38.7,2.7,82.0,4848
2019-06-07,FRI,SK,4,2,SAMSUNG,Munhak,Incheon,19.9,16.9,24.1,26.8,4.5,80.1,10608
2019-06-07,FRI,DOOSAN,7,1,KIUM,Jamsil,Seoul,20.0,17.0,24.7,35.3,1.9,77.3,11436
2019-06-08,SAT,NC,5,4,KIA,Changwon,Changwon,19.1,15.3,23.3,0.0,1.8,79.4,16293
2019-06-08,SAT,HANWHA,2,3,LG,Daejeon,Daejeon,21.3,16.1,27.2,0.0,1.1,78.3,13000
2019-06-08,SAT,KT,6,2,LOTTE,Suwon,Suwon,21.7,15.2,28.4,0.0,1.5,69.0,14264
2019-06-08,SAT,SK,8,0,SAMSUNG,Munhak,Incheon,21.1,17.0,24.8,0.0,2.2,66.0,21934
2019-06-08,SAT,DOOSAN,4,5,KIUM,Jamsil,Seoul,21.9,16.0,27.6,0.0,1.4,57.5,18312
2019-06-09,SUN,NC,4,3,KIA,Changwon,Changwon,19.3,15.4,24.3,0.0,1.6,70.1,8771
2019-06-09,SUN,HANWHA,1,3,LG,Daejeon,Daejeon,22.1,17.9,28.1,9.0,1.5,73.5,10064
2019-06-09,SUN,KT,2,0,LOTTE,Suwon,Suwon,21.7,17.4,27.1,1.2,1.9,74.5,5289
2019-06-09,SUN,SK,0,9,SAMSUNG,Munhak,Incheon,20.1,18.2,23.5,0.0,2.3,78.1,11819
2019-06-09,SUN,DOOSAN,0,4,KIUM,Jamsil,Seoul,21.6,17.1,26.5,2.5,1.8,66.1,10287
2019-06-11,THU,LG,1,1,LOTTE,Jamsil,Seoul,20.5,15.5,26.1,0.0,1.4,51.1,10802
2019-06-11,THU,HANWHA,4,1,DOOSAN,Daejeon,Daejeon,21.1,16.1,26.2,0.0,1.4,64.3,6637
2019-06-11,THU,KT,1,13,SK,Suwon,Suwon,20.5,15.9,26.3,0.0,1.9,60.4,3796
2019-06-11,THU,KIA,7,1,SAMSUNG,Gwangju,Gwangju,18.4,15.7,22.8,0.9,0.8,89.3,7058
2019-06-11,THU,NC,8,9,KIUM,Changwon,Changwon,19.2,16.6,23.6,0.0,1.7,66.5,5394
2019-06-12,WED,LG,4,3,LOTTE,Jamsil,Seoul,21.5,16.1,26.4,0.0,1.8,57.1,13909
2019-06-12,WED,HANWHA,6,9,DOOSAN,Daejeon,Daejeon,21.4,15.7,27.9,0.0,1.1,68.9,6578
2019-06-12,WED,KT,3,6,SK,Suwon,Suwon,20.6,14.6,26.2,0.0,1.7,73.4,5300
2019-06-12,WED,KIA,7,3,SAMSUNG,Gwangju,Gwangju,20.3,15.4,26.7,0.0,1.2,80.0,7370
2019-06-12,WED,NC,4,5,KIUM,Changwon,Changwon,19.1,15.9,24.7,0.0,1.9,74.3,6839
2019-06-13,THU,LG,4,3,LOTTE,Jamsil,Seoul,23.0,16.6,28.8,0.0,1.7,51.9,13705
2019-06-13,THU,HANWHA,2,7,DOOSAN,Daejeon,Daejeon,23.4,16.5,30.1,0.0,0.8,64.5,6418
2019-06-13,THU,KT,5,1,SK,Suwon,Suwon,22.5,15.1,29.3,0.0,1.6,64.3,6639
2019-06-13,THU,KIA,3,2,SAMSUNG,Gwangju,Gwangju,21.8,16.8,28.0,0.0,1.3,74.9,8130
2019-06-13,THU,NC,3,1,KIUM,Changwon,Changwon,19.4,15.2,23.4,0.0,1.6,70.0,5762
2019-06-14,FRI,KIUM,8,7,HANWHA,Gocheok,Seoul,23.0,19.1,28.4,0.0,1.8,54.8,7089
2019-06-14,FRI,SAMSUNG,7,4,KT,Daegu,Daegu,20.2,17.2,23.6,0.0,1.4,68.6,6775
2019-06-14,FRI,DOOSAN,7,4,LG,Jamsil,Seoul,23.0,19.1,28.4,0.0,1.8,54.8,18227
2019-06-14,FRI,SK,7,3,NC,Munhak,Incheon,21.7,18.9,26.7,0.0,2.3,70.9,9593
2019-06-15,SAT,KIUM,8,3,HANWHA,Gocheok,Seoul,21.9,17.9,27.4,2.1,2.4,61.5,13115
2019-06-15,SAT,LOTTE,7,0,KIA,Sajik,Busan,20.6,17.2,25.3,1.0,2.7,74.1,18595
2019-06-15,SAT,SAMSUNG,7,10,KT,Daegu,Daegu,21.3,16.1,29.5,16.8,2.2,75.0,14674
2019-06-15,SAT,DOOSAN,3,4,LG,Jamsil,Seoul,21.9,17.9,27.4,2.1,2.4,61.5,23106
2019-06-15,SAT,SK,4,0,NC,Munhak,Incheon,21.8,19.1,25.4,0.0,3.9,66.3,17064
2019-06-16,SUN,KIUM,9,6,HANWHA,Gocheok,Seoul,22.0,16.1,27.2,0.0,1.6,55.4,7382
2019-06-16,SUN,LOTTE,10,5,KIA,Sajik,Busan,20.1,17.7,23.4,0.0,2.4,75.6,9113
2019-06-16,SUN,SAMSUNG,1,3,KT,Daegu,Daegu,20.8,15.9,28.2,0.0,2.3,71.4,10319
2019-06-16,SUN,DOOSAN,5,3,LG,Jamsil,Seoul,22.0,16.1,27.2,0.0,1.6,55.4,17912
2019-06-16,SUN,SK,9,2,NC,Munhak,Incheon,21.1,17.5,25.1,0.0,2.5,65.4,11962
2019-06-18,THU,KIUM,3,2,KT,Gocheok,Seoul,20.8,17.0,24.8,13.8,1.5,78.6,2463
2019-06-18,THU,SAMSUNG,12,5,LG,Daegu,Daegu,24.1,19.8,30.6,0.0,2.3,60.1,6612
2019-06-18,THU,HANWHA,3,11,LOTTE,Daejeon,Daejeon,21.7,17.5,25.8,0.1,1.2,75.3,5008
2019-06-18,THU,DOOSAN,10,7,NC,Jamsil,Seoul,20.8,17.0,24.8,13.8,1.5,78.6,6568
2019-06-18,THU,KIA,4,2,SK,Gwangju,Gwangju,22.3,19.2,26.9,0.0,1.3,75.5,7100
2019-06-19,WED,KIUM,8,2,KT,Gocheok,Seoul,21.4,18.9,25.4,0.2,1.9,77.8,2918
2019-06-19,WED,SAMSUNG,6,9,LG,Daegu,Daegu,24.6,19.3,29.2,0.0,2.0,60.1,7164
2019-06-19,WED,HANWHA,5,7,LOTTE,Daejeon,Daejeon,22.7,19.9,27.0,0.0,0.9,77.3,6874
2019-06-19,WED,DOOSAN,1,0,NC,Jamsil,Seoul,21.4,18.9,25.4,0.2,1.9,77.8,7521
2019-06-19,WED,KIA,1,7,SK,Gwangju,Gwangju,23.5,19.9,28.8,0.0,1.4,76.8,7108
2019-06-20,THU,KIUM,3,1,KT,Gocheok,Seoul,22.7,19.8,27.8,0.0,1.9,70.6,3026
2019-06-20,THU,SAMSUNG,3,11,LG,Daegu,Daegu,26.8,20.0,33.2,0.0,2.1,54.0,7802
2019-06-20,THU,HANWHA,10,7,LOTTE,Daejeon,Daejeon,23.9,19.2,29.1,0.0,0.9,72.5,6834
2019-06-20,THU,DOOSAN,14,2,NC,Jamsil,Seoul,22.7,19.8,27.8,0.0,1.9,70.6,9189
2019-06-20,THU,KIA,8,5,SK,Gwangju,Gwangju,23.5,18.5,29.6,0.0,1.3,75.1,8640
2019-06-21,FRI,LG,9,8,KIA,Jamsil,Seoul,22.1,19.4,26.1,0.2,1.7,72.9,18316
2019-06-21,FRI,KT,5,0,NC,Suwon,Suwon,22.5,18.7,27.2,0.0,1.9,79.1,3742
2019-06-21,FRI,SK,14,1,DOOSAN,Munhak,Incheon,21.4,19.0,24.8,0.0,2.3,84.8,17571
2019-06-21,FRI,HANWHA,2,5,SAMSUNG,Daejeon,Daejeon,23.8,19.8,29.0,0.0,1.3,69.9,7635
2019-06-21,FRI,LOTTE,4,7,KIUM,Sajik,Busan,23.3,21.0,26.8,0.0,3.3,71.6,9078
2019-06-22,SAT,LG,2,3,KIA,Jamsil,Seoul,24.2,17.7,30.6,0.0,1.5,42.3,25000
2019-06-22,SAT,KT,6,7,NC,Suwon,Suwon,24.2,18.1,31.0,0.0,2.0,53.5,8109
2019-06-22,SAT,SK,3,0,DOOSAN,Munhak,Incheon,23.4,17.7,28.1,0.0,3.0,55.6,22094
2019-06-22,SAT,HANWHA,5,0,SAMSUNG,Daejeon,Daejeon,23.9,19.2,29.7,0.0,1.2,72.1,10614
2019-06-22,SAT,LOTTE,4,1,KIUM,Sajik,Busan,21.3,19.1,25.0,0.0,3.2,66.9,12318
2019-06-23,SUN,LG,0,7,KIA,Jamsil,Seoul,25.0,19.1,31.0,0.0,1.8,40.4,23321
2019-06-23,SUN,KT,4,2,NC,Suwon,Suwon,24.2,17.1,30.8,0.0,2.2,50.3,5636
2019-06-23,SUN,SK,3,2,DOOSAN,Munhak,Incheon,24.4,20.6,28.6,0.0,3.2,45.3,18717
2019-06-23,SUN,HANWHA,5,10,SAMSUNG,Daejeon,Daejeon,24.2,18.5,29.6,0.0,1.2,61.1,7269
2019-06-23,SUN,LOTTE,2,1,KIUM,Sajik,Busan,20.9,18.4,24.8,0.0,2.3,68.4,8857
2019-06-25,THU,NC,3,14,HANWHA,Changwon,Changwon,21.5,17.4,25.7,0.0,1.9,70.1,7361
2019-06-25,THU,KIUM,7,3,KIA,Gocheok,Seoul,25.6,19.5,32.8,0.0,1.6,49.1,8503
2019-06-25,THU,LOTTE,8,8,KT,Sajik,Busan,21.9,18.5,26.8,0.0,2.2,71.3,7416
2019-06-25,THU,SAMSUNG,11,2,DOOSAN,Pohang,Pohang,23.0,18.7,27.0,0.0,2.3,73.4,7257
2019-06-25,THU,LG,3,8,SK,Jamsil,Seoul,25.6,19.5,32.8,0.0,1.6,49.1,9777
2019-06-26,WED,KIUM,6,13,KIA,Gocheok,Seoul,25.5,20.7,29.5,0.0,1.3,52.6,8257
2019-06-26,WED,LG,4,7,SK,Jamsil,Seoul,25.5,20.7,29.5,0.0,1.3,52.6,7888
