지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
133,2019-07-21,24.8,22.3,27.3,26.8,1.8,93.3
133,2019-07-22,27.9,25.4,32,0,1.7,80.6
133,2019-07-23,29,26.2,33.1,,1.2,78.3
133,2019-07-24,27.7,25.5,29.7,0,1.3,82.6
133,2019-07-25,26.4,25.6,27.8,46.5,.7,96.8
133,2019-07-26,27,25.7,29.8,15.4,1.2,93.8
133,2019-07-27,27.9,25.1,31.4,9.2,1.1,89.4
133,2019-07-28,26.7,25.5,28.8,19.6,1.4,93.6
133,2019-07-29,28.5,24.5,32.8,,1.6,77.8
133,2019-07-30,29.4,26.4,33.3,,2.3,77.3
133,2019-07-31,29.6,27.4,33,,2.1,76.1
133,2019-08-01,29.5,26.2,33.9,,1.5,76.9
133,2019-08-02,30,25.9,34.2,,.8,75.3
133,2019-08-03,29.9,26,35.6,,.9,78.4
133,2019-08-04,29.8,25.7,35.6,0,.5,79.6
133,2019-08-05,30.7,25.7,36,,1,74.3
133,2019-08-06,29.7,26.7,32.7,,1.9,67
133,2019-08-07,28.6,24.3,33.3,12.4,.9,81.3
133,2019-08-08,28.5,26,33.8,1.1,.6,82.9
133,2019-08-09,29.5,25.6,34,.2,.4,80.9
133,2019-08-10,30.2,26.3,34.5,,2.7,72.8
133,2019-08-11,29.7,26.4,33.9,0,4.4,67.9
133,2019-08-12,29,26.2,32.5,1.3,1.6,82.5
133,2019-08-13,29.8,25.7,34.3,0,.9,78.1
133,2019-08-14,30.1,26.5,34,,2.4,70.6
133,2019-08-15,25.8,24.7,29.3,12.7,1.3,92.9
133,2019-08-16,26.9,24.8,30.7,.6,1.5,83.8
133,2019-08-17,26.3,23.5,29.8,2.1,2.2,81.6
138,2017-01-01,6.4,3.1,11.1,,3,60.4
138,2017-01-02,8,3.3,12.9,,2.6,61
138,2017-01-03,6.6,2.3,11.6,,2.3,45.8
138,2017-01-04,6.8,2.2,12.2,,1.8,52.8
138,2017-01-05,6.9,3.3,8.9,3.3,4,73.1
138,2017-01-06,6.7,3.7,9.3,0,2,68.1
138,2017-01-07,6.5,1.2,10.6,,1.8,70.4
138,2017-01-08,9.8,7.9,11.1,2.6,2.5,75.5
138,2017-01-09,6.9,3.1,10.7,,2.8,51.4
138,2017-01-10,2.5,0,6.3,,3.1,41.1
138,2017-01-11,.2,-3.8,4,,3,35.1
138,2017-01-12,2.9,-.3,8.6,,3.8,44
138,2017-01-13,0,-3,5.6,0,3.6,38.9
138,2017-01-14,-3.6,-6.1,.3,,4.3,31.6
138,2017-01-15,-2.4,-8,3.9,,3.4,29
138,2017-01-16,.6,-4.6,6.7,,2.6,42.4
138,2017-01-17,2.2,-2.2,8.6,,2,39.1
138,2017-01-18,3,0,6.8,,2.5,45.6
138,2017-01-19,4,-.3,8.4,,2,63.3
138,2017-01-20,.8,-2.8,3.4,0,3.6,55
138,2017-01-21,-1.1,-4.9,3.3,,3.1,53.1
138,2017-01-22,-2.1,-5.2,.7,.5,3.3,52.5
138,2017-01-23,-3.7,-7.5,1.2,,3.4,37.1
138,2017-01-24,-2.1,-6.2,3.4,,2.9,36.4
138,2017-01-25,0,-4.5,6,,3,34.8
138,2017-01-26,3,-3.5,9.7,,3.5,28
138,2017-01-27,5.6,1.7,9,,3.6,26
138,2017-01-28,4.4,-1.6,10.4,,2.5,37.5
138,2017-01-29,5.9,4.7,7.2,1,1.4,63.9
138,2017-01-30,3,-1.1,5.6,0,3.4,51.8
138,2017-01-31,1.5,-4.3,7.9,,3,37.9
138,2017-02-01,1.9,-1.3,7.4,,3.1,31.6
138,2017-02-02,2.5,-3.3,9.5,,3.8,28.6
138,2017-02-03,5,-.1,10.5,,3.1,43.5
138,2017-02-04,8.9,2.6,15.2,0,2.3,30.3
138,2017-02-05,7.9,4.1,14.3,1.1,2.9,60.3
138,2017-02-06,3.5,.7,7.9,,3.5,39.4
138,2017-02-07,3.5,-1.4,8.7,,2.2,52.4
138,2017-02-08,4.7,1,9.1,,2.6,46.9
138,2017-02-09,.4,-4.1,4.6,,4.4,35.6
138,2017-02-10,-2.6,-5.8,1.5,,4,37
138,2017-02-11,-1.5,-5.9,3.8,,3.6,40.4
138,2017-02-12,1.8,-3.1,7.5,,2.6,39.8
138,2017-02-13,4,-1.6,9.5,0,2.9,41.5
138,2017-02-14,3.6,.2,7.4,,2,62.6
138,2017-02-15,6.8,.1,13.4,,2.9,30.9
138,2017-02-16,12.1,4.8,17.8,.4,3,37.9
138,2017-02-17,11,3.3,15.1,.3,3.8,41.3
138,2017-02-18,2.8,-1,6.7,,3.8,26.1
138,2017-02-19,5.4,-.7,12.5,2.7,3.1,50.3
138,2017-02-20,7.4,.3,11.5,1.2,3.3,51.5
138,2017-02-21,3.1,-2.1,7.2,,2.5,55.8
138,2017-02-22,5.7,3,7,20.5,1.2,85
138,2017-02-23,4,.2,6.4,,3.2,55.4
138,2017-02-24,2.3,-2.6,7.9,,3.1,41
138,2017-02-25,5.2,-.5,11,,2.3,40.1
138,2017-02-26,5.8,1,9.7,0,2.3,56.3
138,2017-02-27,6,4.1,7.9,1.6,1.9,77.8
138,2017-02-28,8,2.4,14.4,,2.2,60.1
138,2017-03-01,9.3,4.9,14.3,0,2.1,45.3
138,2017-03-02,6.6,3.6,10.1,4.3,2.9,65.1
138,2017-03-03,6.9,0,13.9,,2.9,40.1
138,2017-03-04,9.6,5.2,16.5,,2.3,46.4
138,2017-03-05,10.3,5.1,16.7,,2.2,42.8
138,2017-03-06,6.4,1.5,9.5,,3.2,33.9
138,2017-03-07,2.4,-.4,7.1,0,3.5,37.5
138,2017-03-08,2.6,-1.9,7.3,,4.4,41.4
138,2017-03-09,7.2,.9,13.4,,3.8,35
138,2017-03-10,7.3,2.9,12.5,,2.5,41.5
138,2017-03-11,8.5,2.6,13.6,,2.5,45
138,2017-03-12,12,4.9,19.4,,2.9,38.8
138,2017-03-13,10,8.4,12.2,,3.5,55
138,2017-03-14,7.4,4.6,11.1,.4,2.5,69.9
138,2017-03-15,6.8,2.1,10.5,,2.8,58.6
138,2017-03-16,8.5,2.6,14.1,,2.4,61.5
138,2017-03-17,9.6,4.2,14.5,,2.3,47.8
138,2017-03-18,11.2,5.9,17.2,,2,41.6
138,2017-03-19,10.7,7,14.9,,2.3,56.8
138,2017-03-20,9.1,4.8,13.6,4.3,1.6,81.8
138,2017-03-21,7.6,4.4,13.3,3.5,2.6,75.8
138,2017-03-22,9.4,2.3,15.5,,2.4,46.4
138,2017-03-23,10.6,8.5,13.9,,3.1,53.6
138,2017-03-24,9.6,8.5,11.2,,3.1,52.6
138,2017-03-25,9.2,5.8,11.9,,2.7,62.9
138,2017-03-26,7.3,5.2,10.6,.4,1.9,75.5
138,2017-03-27,7.2,4.1,12,0,2.9,67.8
138,2017-03-28,9.4,4.3,13.2,,2.8,55
138,2017-03-29,11.9,7,16.9,0,2.8,59.9
138,2017-03-30,12.3,7.6,17.8,,3.3,64.4
138,2017-03-31,9.7,7.6,11.6,.5,3.2,76.3
138,2017-04-01,7.7,5.9,9.9,11.5,1.6,88.9
138,2017-04-02,8.7,3.6,12.2,,2.3,68
138,2017-04-03,15.2,8.1,22.3,,3,29.9
138,2017-04-04,17.8,10.7,24.2,,2.7,29.3
138,2017-04-05,16.4,14.8,18.2,.2,3.3,57.9
138,2017-04-06,17.6,15.4,19.9,5.2,2.6,80.8
138,2017-04-07,14.7,11.5,18.8,,2.1,74.3
138,2017-04-08,17.5,11.4,27.6,,2.7,68
138,2017-04-09,13.1,11.9,14.2,0,4.2,71.5
138,2017-04-10,12.1,10.7,13.7,.7,4.6,68.3
138,2017-04-11,11.7,9.2,16,21.8,2,85.3
138,2017-04-12,14.1,10.5,19.5,,2.8,41
138,2017-04-13,16.4,8.7,22.9,,2.9,29.8
138,2017-04-14,18.3,14.2,22.8,,4.4,38.1
138,2017-04-15,21.3,15.9,27.6,,3.2,43.8
138,2017-04-16,22.4,16.1,29.3,,2.6,32.5
138,2017-04-17,15.3,13.3,20,32.9,1.5,84.5
138,2017-04-18,16.8,11.8,23.8,3.7,3.1,61
138,2017-04-19,15.3,10.3,21.7,,3.1,48.4
138,2017-04-20,15.4,12.8,20,0,2.3,49.3
138,2017-04-21,14.5,11.4,20.1,,3.2,65
138,2017-04-22,13,10.4,15.4,,2.4,69.9
138,2017-04-23,16.2,9.1,22.1,,2.7,54.3
138,2017-04-24,18.6,10.9,25.3,,2.8,43.9
138,2017-04-25,20.4,15.6,24.9,,2.6,52.3
138,2017-04-26,14.6,12.2,19.7,3.6,2.2,79.3
138,2017-04-27,14.2,10.2,18.2,,2.6,48.4
138,2017-04-28,18.8,11.4,26.3,,3.3,28
138,2017-04-29,20.5,13,27.3,,2.5,35.3
138,2017-04-30,25.3,19.6,31.3,,4.1,33.4
138,2017-05-01,16.4,12.9,23.6,,3.2,63.5
138,2017-05-02,14.6,10,18.9,,2,66.8
138,2017-05-03,17.6,10.2,24.2,,2,57.4
138,2017-05-04,20.2,13.9,25.8,,2.7,66.6
138,2017-05-05,22.1,18.9,27.8,1.5,2.9,67.6
138,2017-05-06,20.4,16.7,25.1,,3.5,34.4
138,2017-05-07,21.5,15,28,,4,27.1
138,2017-05-08,23.1,17,28.6,,3.3,26.8
138,2017-05-09,16.6,14.4,21.6,17.9,2,78.9
138,2017-05-10,17.8,14.4,21.8,,2.6,75.1
138,2017-05-11,21.9,15.6,27.9,,2.7,56.9
138,2017-05-12,20,17,22.7,0,2.7,69.4
138,2017-05-13,19.2,14.3,23.7,,2.8,69.8
138,2017-05-14,20.4,15.7,25.9,,3.5,33.6
138,2017-05-15,18.8,14.8,24.5,,3.2,47.8
138,2017-05-16,16.9,13.5,21.1,,1.9,78.6
138,2017-05-17,17.5,15.1,20,0,1.9,80.6
138,2017-05-18,22.3,14.9,27.7,,2.5,54.5
138,2017-05-19,26.1,19.7,32.1,,3,32.9
138,2017-05-20,26,20,31.7,,3,33
138,2017-05-21,25.4,19.7,31.2,,2.5,41.9
138,2017-05-22,18.9,16.1,22.7,,2.6,80.1
138,2017-05-23,21.8,15.1,27.9,,2,63.3
138,2017-05-24,18.4,17.3,22.2,.4,2,85.9
138,2017-05-25,22.5,14.8,32.2,,3.5,57.9
138,2017-05-26,15.6,12.4,19.7,,2.6,70
138,2017-05-27,17.8,12.2,23,,2.5,72
138,2017-05-28,23.7,15.2,31.4,,2.8,50.8
138,2017-05-29,24.8,20,29.5,,2.3,53.5
138,2017-05-30,26.6,22.5,32.5,,1.7,40.6
138,2017-05-31,23.7,21,27.3,,2,56
138,2017-06-01,21.6,16.2,31.3,7.1,2.7,73.9
138,2017-06-02,17.8,14.7,20.9,,2.8,67.6
138,2017-06-03,18.6,15.7,25,0,2.6,68.1
138,2017-06-04,18.5,13.9,22.2,,2.4,63
138,2017-06-05,18.4,15.4,20.7,,2.8,73.1
138,2017-06-06,18.2,15,20,1.5,2.2,78.8
138,2017-06-07,22.3,18.5,26.5,.2,2.8,71.8
138,2017-06-08,23.5,18.1,27.4,,3.2,52.5
138,2017-06-09,26.7,20.8,32.5,,3.2,36.8
138,2017-06-10,20.2,16.9,24.5,,2.4,55.3
138,2017-06-11,18.7,16.2,20.9,,2.5,75.3
138,2017-06-12,18.2,16,20.7,,3,77.8
138,2017-06-13,18.7,15.1,23.3,.4,2.6,75.3
138,2017-06-14,22.3,16.3,27.8,,2.8,61.8
138,2017-06-15,23.8,19.3,31.3,,3.2,58.3
138,2017-06-16,19.7,18.1,21.1,,3,81
138,2017-06-17,20.9,17.4,24.7,,2.3,74.9
138,2017-06-18,22,17.8,26.2,,2.2,79.3
138,2017-06-19,25.9,20.2,32.8,,2.3,64
138,2017-06-20,25.1,21.1,30.5,1.7,2.5,60.3
138,2017-06-21,22.7,19.2,26.4,1.1,2.7,74
138,2017-06-22,23,20.7,27.8,,2.3,72.1
138,2017-06-23,22.4,20.4,24.6,,2.1,85.1
138,2017-06-24,23.1,20.1,28.1,.2,2.2,82.8
138,2017-06-25,22,20.1,24.4,.6,2.2,89.8
138,2017-06-26,22,21.3,23.3,0,2.5,90.8
138,2017-06-27,22.7,20.8,25.8,,2.4,86.1
138,2017-06-28,24,20.7,27.5,,2.1,78.9
138,2017-06-29,25.8,21.8,30.3,0,2.2,69.6
138,2017-06-30,28.5,22.9,34.5,0,3,63.4
138,2017-07-01,29.2,26.6,32.7,0,3,65.6
138,2017-07-02,28.8,26.7,33,1.7,2.4,71
138,2017-07-03,30.1,26.2,35.2,.2,3.1,63
138,2017-07-04,24.3,22.5,28.4,0,1.8,88
138,2017-07-05,23,21.5,25.1,,1.7,91.3
138,2017-07-06,25.4,21.1,31,3.3,1.7,87.3
138,2017-07-07,27.9,24.4,31.7,.7,2.4,79
138,2017-07-08,28.4,26.2,30.7,.1,2.3,77.4
138,2017-07-09,29.4,26.4,35.8,11.2,2.6,76.6
138,2017-07-10,29.1,27,31.5,0,3,74.5
138,2017-07-11,30.9,28.3,35,,3.6,60
138,2017-07-12,29.9,26.4,34.6,,2.3,62.3
138,2017-07-13,31,26.5,38.6,,2.6,55.5
138,2017-07-14,28.8,24.8,35.1,2.7,2.9,70.3
138,2017-07-15,28.2,24.8,31.4,0,2.7,74
138,2017-07-16,27.7,23,32.6,0,2.3,73
138,2017-07-17,29.2,24.7,34.1,.2,3.5,68.4
138,2017-07-18,29.2,24.9,34,,2.8,66.3
138,2017-07-19,29,25.7,33.7,,2.5,71.3
138,2017-07-20,31,25.3,35.4,,2.7,65.6
138,2017-07-21,32.7,28.4,37.8,,2.6,61.5
138,2017-07-22,25.6,22.7,32.1,.3,2,84.1
138,2017-07-23,27.4,22.9,32.4,0,2.5,80.6
138,2017-07-24,24.1,22.7,26.9,3.5,1.6,93.8
138,2017-07-25,23.6,22.7,24.2,15.7,2.3,96.4
138,2017-07-26,24.4,22.3,27.4,,2.8,78.4
138,2017-07-27,24,20.9,25.9,,2.1,82.5
138,2017-07-28,26.1,22.1,31.3,,2,78
138,2017-07-29,22.7,21.7,25,27.1,2,92.8
138,2017-07-30,25.2,22.8,29.1,,1.3,85.8
138,2017-07-31,24.2,23.7,25,7.5,1.3,96
138,2017-08-01,24.4,23.1,26.2,2.2,1.6,92
138,2017-08-02,25.1,22.5,28.1,,1.8,84.6
138,2017-08-03,25.9,23.9,27.6,,2.6,84.9
138,2017-08-04,27.2,24.6,29.6,,2.2,87.3
138,2017-08-05,28.2,25.1,31.7,,2.1,85.9
138,2017-08-06,28.9,26.2,31.6,,2.2,85
138,2017-08-07,28.1,26.4,32,3,1.8,80.4
138,2017-08-08,29,25.6,32.8,,2.6,73.3
138,2017-08-09,26.9,25.2,29.5,12.4,2.1,89.4
138,2017-08-10,24.6,23.6,25.9,37.6,2.3,95.4
138,2017-08-11,25.8,23.5,28.3,0,2.6,82.3
138,2017-08-12,25,23.3,27.6,0,2.7,77.6
138,2017-08-13,25,23.2,26.9,0,3.1,79.4
138,2017-08-14,23.7,22.4,25.1,63.2,3.2,93.9
138,2017-08-15,24.3,23,25.1,75.1,2.4,95.5
138,2017-08-16,23.8,22.5,25.4,2.2,2.8,90.3
138,2017-08-17,23.8,22.5,25.2,0,2.2,89.4
138,2017-08-18,24.9,22.6,26.9,,1.8,86.1
138,2017-08-19,25.4,23.7,27.3,.6,2.1,87.4
138,2017-08-20,25.8,24.1,27,2.4,2.8,88.8
138,2017-08-21,27.7,24.8,32.3,1,2.1,80.3
138,2017-08-22,29.1,25.5,33.5,6,2.5,75.6
138,2017-08-23,31,27,35.4,0,2.5,69.9
138,2017-08-24,31.6,28.5,35.5,.5,3.4,65.4
138,2017-08-25,28.1,26.1,30.3,.2,2.3,67
138,2017-08-26,25.2,22.1,28.7,,2.3,57.6
138,2017-08-27,23.9,19.2,27.5,,2.2,66
138,2017-08-28,26.8,20.1,32.1,,2.4,60.9
138,2017-08-29,24.4,22,27.1,2.6,2.5,76.8
138,2017-08-30,22.4,20.2,25.9,0,2.2,63.4
138,2017-08-31,22.5,18.2,25.8,,3.5,61.5
138,2017-09-01,22.1,19.9,24.5,.7,3.7,64.6
138,2017-09-02,21.6,17.5,24.4,,2.9,69.1
138,2017-09-03,22.2,18.2,25.1,,2.1,69.5
138,2017-09-04,22.9,19.5,25.8,,2.1,74.5
138,2017-09-05,22.9,20.7,25.2,.4,1.5,83.4
138,2017-09-06,22.7,19.5,26.8,6.1,2.1,83.8
138,2017-09-07,22.5,19.2,26.5,.4,2.2,77.6
138,2017-09-08,24.1,19.7,28.5,,2.4,72.3
138,2017-09-09,25.2,20.3,31.1,,2.3,67.5
138,2017-09-10,23.8,20.3,26.3,,2.1,78.6
138,2017-09-11,21.6,19.7,23.8,57,1.6,91.4
138,2017-09-12,23.6,20.7,27.3,,2.3,75.9
138,2017-09-13,22.2,18.2,26.6,,2.6,62.4
138,2017-09-14,22.3,17.7,25,,2.7,67.8
138,2017-09-15,23,21.8,25,,5.5,61.8
138,2017-09-16,22.7,21.9,24.3,2.1,5.3,74.6
138,2017-09-17,20.6,19.3,22.1,21.7,4.8,90.1
138,2017-09-18,22.8,17.8,28.4,,2,67.4
138,2017-09-19,24.1,18.8,28.3,,3.1,62
138,2017-09-20,22.5,17.8,25.4,,2.4,52.5
138,2017-09-21,20.1,15.2,23.9,,2.2,69.4
138,2017-09-22,21.1,16.6,24.5,,1.8,77.3
138,2017-09-23,21.9,17.8,27,,2,66
138,2017-09-24,22.8,17.4,28.5,,1.9,70.1
138,2017-09-25,22.4,19.5,26.4,,2.4,77.4
138,2017-09-26,22.1,18.6,25.4,,2.1,80.3
138,2017-09-27,18.6,17,21.2,49.6,2.4,92.6
138,2017-09-28,20.7,18,23.8,.2,2.4,64.3
138,2017-09-29,18,14.4,22.5,,2.2,42.4
138,2017-09-30,19.7,12.7,27,,2.4,52.3
138,2017-10-01,19.5,15.5,23,4.9,2,69.1
138,2017-10-02,20.3,18.6,23.5,19.1,2.3,90.3
138,2017-10-03,19,16.9,21.3,,3,80.5
138,2017-10-04,17.8,16.3,19.7,2,2.9,72
138,2017-10-05,18.5,15.5,20.8,0,2.4,65.4
138,2017-10-06,18.9,17,20.6,23.3,2.1,89.1
138,2017-10-07,20.4,18.2,23.8,.1,1.9,87.5
138,2017-10-08,21.5,18.5,24.9,0,1.6,83.9
138,2017-10-09,23.5,18.1,29.3,,2.2,73.6
138,2017-10-10,22.4,20.2,26.6,0,2.5,81.5
138,2017-10-11,20.2,18.5,24,.2,1.7,82.6
138,2017-10-12,15.9,14.1,18.5,27,1.6,87.4
138,2017-10-13,15.6,11.9,19.1,,1.8,67.8
138,2017-10-14,16.3,13.5,19.9,,2.5,54.6
138,2017-10-15,18.1,15,19,.1,4.2,60.5
138,2017-10-16,18.2,14.8,20.1,,3.2,62.4
138,2017-10-17,17.3,12.9,21.1,0,3.1,70.9
138,2017-10-18,18.2,17.7,18.9,0,5,60.9
138,2017-10-19,16.2,14.7,18.8,4.8,2.7,81.4
138,2017-10-20,17.4,13.5,20.7,,2.2,72.5
138,2017-10-21,18,13.8,20.3,,3.6,69.8
138,2017-10-22,18.2,14.8,20.2,0,6.4,66.8
138,2017-10-23,14.5,11.9,17.2,0,3.2,55.3
138,2017-10-24,13.6,10.3,17.7,0,1.7,64.3
138,2017-10-25,14,8.5,20.6,,2,65.1
138,2017-10-26,14.6,9.3,19.5,,1.8,71.4
138,2017-10-27,16.7,12.5,20.9,,1.8,69.3
138,2017-10-28,18.4,15.5,19.8,,2.5,75.1
138,2017-10-29,17.1,11.1,23.7,,2.7,54.9
138,2017-10-30,11.1,7.2,16.1,,3.1,36.9
138,2017-10-31,12.1,6.1,19.2,,2.9,34.9
138,2017-11-01,15.1,10,20.7,,2.3,51.3
138,2017-11-02,15.9,12.2,20.8,,2.1,64.5
138,2017-11-03,15.5,11.2,22,,2.7,62
138,2017-11-04,10.4,8.3,14.3,0,2.3,58
138,2017-11-05,11.2,6.3,17,,2.8,45.4
138,2017-11-06,14.2,8.2,21.4,,3,42.9
138,2017-11-07,16.4,10.4,21.8,,2.6,58
138,2017-11-08,17.6,12.9,23,,2.5,50
138,2017-11-09,13.3,8.9,18.4,,1.9,59
138,2017-11-10,15.2,9.1,21.7,,3.8,59.3
138,2017-11-11,9,6,12.8,,2.8,40
138,2017-11-12,9,2.1,15.8,,2.4,40.8
138,2017-11-13,11.3,5.9,17,,2.4,40.5
138,2017-11-14,12.4,7.9,16.9,,2.6,38.8
138,2017-11-15,7.8,4.8,11.9,,2.9,40.3
138,2017-11-16,5.8,2.4,10.3,,2.3,39.3
138,2017-11-17,8.7,2.4,13.4,,2.5,37.3
138,2017-11-18,5.8,-.4,11.2,,3,36.8
138,2017-11-19,2.4,-1.5,6.6,,3.3,28.4
138,2017-11-20,5.2,1.9,9.3,,2.3,38.4
138,2017-11-21,6.3,1.4,12.9,,1.8,49.4
138,2017-11-22,7.9,2.9,13.5,,2.1,47.5
138,2017-11-23,4.6,1.5,8.2,,2.9,38.9
138,2017-11-24,3.8,1.2,7.6,.1,3.1,58
138,2017-11-25,5.7,-1.7,11.4,,2.4,54.4
138,2017-11-26,9.4,5.6,15.4,,1.8,62.9
138,2017-11-27,9.4,4.4,13.9,,1.5,67.8
138,2017-11-28,12,6.8,17.3,,2.1,66
138,2017-11-29,11.9,9.6,16.1,,2.3,44.5
138,2017-11-30,6.2,.2,10.3,,3.3,24.1
138,2017-12-01,1.3,-1.9,5.8,,2.7,23.4
138,2017-12-02,3.9,-.5,9,,2.5,40.4
138,2017-12-03,6.8,1,13.7,,2,53.3
138,2017-12-04,4.9,-.7,9.6,,2.9,46.4
138,2017-12-05,-.6,-3.7,3.2,,3.3,35
138,2017-12-06,1.8,-3.5,7.4,,2.2,49.3
138,2017-12-07,4.2,.4,8.2,,2.2,53.1
138,2017-12-08,.7,-2.3,4.3,,3.5,33.1
138,2017-12-09,3.1,-2.2,8.7,,2.5,53
138,2017-12-10,5.9,2.1,11.1,0,3,61.1
138,2017-12-11,-.9,-5.2,4,,4.8,38.1
138,2017-12-12,-4.2,-8,.1,,3.5,30.5
138,2017-12-13,-2.4,-6.4,3,,3.4,27.1
138,2017-12-14,1,-4.9,7.6,,2.3,40
138,2017-12-15,3.1,-1,8.7,,2.7,33.3
138,2017-12-16,.8,-3.5,3.4,,3.4,40.6
138,2017-12-17,-2.5,-6.6,1.3,,3.3,37.1
138,2017-12-18,1.5,-3.9,7.2,,2.6,52
138,2017-12-19,1.1,-2.5,4.6,,2.5,42.3
138,2017-12-20,.7,-3.8,6.6,,2.5,45.5
138,2017-12-21,2.8,-1.8,8.6,,2.9,46.4
138,2017-12-22,4.5,.4,10.3,,2.7,54.6
138,2017-12-23,6.2,1.6,12.4,,2.2,58.6
138,2017-12-24,6.7,3.5,9.7,10.5,2.6,68.4
138,2017-12-25,2.2,-.3,5.9,,3.7,42.1
138,2017-12-26,1.5,-3.1,6.6,,3,45
138,2017-12-27,-2.1,-5.6,2.4,,3.3,30
138,2017-12-28,.7,-3.2,5.3,,2.9,43.5
138,2017-12-29,4.8,.3,9.5,,2.6,61.3
138,2017-12-30,6,2.3,10,,1.9,67.1
138,2017-12-31,4.6,.9,7.3,,3.2,45.8
138,2018-01-01,2,-1.1,6.2,,2.7,34.4
138,2018-01-02,3.2,-1.6,7.6,,2.7,50.6
138,2018-01-03,1.1,-1.9,5.8,,2.7,34.8
138,2018-01-04,1.8,-3.1,6.5,,2.2,48.1
138,2018-01-05,3.6,.4,8.4,,2.8,38.6
138,2018-01-06,2.3,-1.4,7.7,,2.5,42.1
138,2018-01-07,3.1,-1.9,7.4,.2,1.9,48.8
138,2018-01-08,4,2.7,5.5,2.6,2.5,79.8
138,2018-01-09,.7,-1,3.6,0,4.1,55.8
138,2018-01-10,-2.1,-5.9,.7,0,3.4,52.6
138,2018-01-11,-6,-8.3,-2.2,,3.5,43.6
138,2018-01-12,-6.2,-10,-1.5,,3.7,40.5
138,2018-01-13,-.9,-5.7,4.1,,2.4,63.5
138,2018-01-14,2.4,-3.3,9,,1.9,63.3
138,2018-01-15,6.4,.4,13.3,,2,64.5
138,2018-01-16,7,3.4,11.6,7.9,1.5,69.4
138,2018-01-17,6.3,4.8,8.7,9,1.7,91.4
138,2018-01-18,6.2,3.7,9.6,,2,61.5
138,2018-01-19,4.2,.9,9.1,,2.7,46
138,2018-01-20,4.2,0,9.4,,2.3,48.4
138,2018-01-21,5,1,9.1,,2.1,48.9
138,2018-01-22,5.5,3.3,8.9,.3,2.1,60.1
138,2018-01-23,-3.5,-7.7,5.5,0,5.1,36.5
138,2018-01-24,-8.4,-11.8,-5.2,,4.5,33.4
138,2018-01-25,-7.7,-12,-2.9,,3.6,35
138,2018-01-26,-8.1,-12.9,-2.6,,3.3,35.1
138,2018-01-27,-3.6,-10.6,4.1,,2.9,31.6
138,2018-01-28,.1,-2.5,3.9,,3.3,32.8
138,2018-01-29,-4,-6.8,.3,,3.5,36.5
138,2018-01-30,-2.5,-7.8,2.3,,3.1,42
138,2018-01-31,2.1,-2.3,7,,2.4,43.6
138,2018-02-01,1.9,-1.9,6.5,,2,37.1
138,2018-02-02,1.6,-2,6.8,,2.5,30.6
138,2018-02-03,-1.6,-6,1.7,,3.3,36.9
138,2018-02-04,-5.4,-8.7,-1,,4.5,34.1
138,2018-02-05,-5.6,-9,-1,,3.7,34.4
138,2018-02-06,-6.2,-9.9,-1.9,,4,36.9
138,2018-02-07,-4.3,-10.3,1.8,,3.2,35.3
138,2018-02-08,-.3,-5.6,5.9,,2.5,33
138,2018-02-09,5.3,-2.4,13,,1.6,43.4
138,2018-02-10,5.2,-.5,10.1,,2.6,40.9
138,2018-02-11,-1.9,-5.4,1.6,.1,3.7,43.1
138,2018-02-12,-2.3,-6.5,2.4,,3.6,50.1
138,2018-02-13,.9,-3.6,6.4,0,2.6,46.1
138,2018-02-14,8.1,-1.8,15.1,,3.8,47.9
138,2018-02-15,5.1,1.5,9.6,,1.9,55.5
138,2018-02-16,4.8,-.4,10.6,,2.6,31.8
138,2018-02-17,2.4,-1.5,7.8,,2.6,29.1
138,2018-02-18,2.7,-1,7.8,,2.2,33.8
138,2018-02-19,5.4,1.6,9.9,,2.2,46
138,2018-02-20,6.3,1,11.5,,2.7,36.3
138,2018-02-21,3.1,.1,5.8,,1.9,44.3
138,2018-02-22,2.9,-2.3,9,,2.2,36.3
138,2018-02-23,6.6,-.2,11.9,,2.8,45.6
138,2018-02-24,6.2,3.3,10.4,,2.2,65.8
138,2018-02-25,7.6,4.7,13,0,1.6,72.3
138,2018-02-26,4.7,1.6,9.5,,2,74.9
138,2018-02-27,8.3,.7,15.3,,2,61.4
138,2018-02-28,9.1,6.9,11.1,33.4,3.6,90.6
138,2018-03-01,6.4,.9,10.3,1.4,5,45.6
138,2018-03-02,4.7,-2.2,12.3,,2.7,39.5
138,2018-03-03,11.1,3.1,19.1,,2.3,44.9
138,2018-03-04,12.9,9.5,17.8,12.3,2.7,77.1
138,2018-03-05,4.9,3.2,9.9,18.9,5.6,84.8
138,2018-03-06,5.6,3.3,8.5,,3,64.4
138,2018-03-07,6.5,4.9,7.9,3.9,4.2,75.4
138,2018-03-08,3.7,1.5,5.1,30.4,2.3,91
138,2018-03-09,3.7,2.8,4.9,.2,2.4,81.5
138,2018-03-10,7.1,.5,13.3,,2.2,65
138,2018-03-11,9.3,4.5,16,,2.5,57.3
138,2018-03-12,11.3,3.3,19.9,,2,53.8
138,2018-03-13,15.7,8.8,22.4,,3.2,54.1
138,2018-03-14,18.5,13,24.9,,3.1,55.5
138,2018-03-15,14.5,6.7,17.5,4.7,2.8,83
138,2018-03-16,4.7,3.6,6.7,.3,5.7,68.8
