날짜,요일,홈,방문,구장,관중수
2018/03/27,화,두산,롯데,잠실,"10,391"
2018/03/27,화,KIA,삼성,광주,"6,892"
2018/03/28,수,NC,한화,마산,"5,003"
2018/03/28,수,SK,KT,문학,"5,701"
2018/03/28,수,넥센,LG,고척,"4,437"
2018/03/28,수,두산,롯데,잠실,"10,382"
2018/03/28,수,KIA,삼성,광주,"8,347"
2018/03/29,목,NC,한화,마산,"4,872"
2018/03/29,목,SK,KT,문학,"5,936"
2018/03/29,목,넥센,LG,고척,"4,219"
2018/03/29,목,두산,롯데,잠실,"10,956"
2018/03/29,목,KIA,삼성,광주,"7,839"
2018/03/30,금,LG,KIA,잠실,"22,667"
2018/03/30,금,롯데,NC,사직,"21,124"
2018/03/30,금,KT,두산,수원,"13,562"
2018/03/30,금,한화,SK,대전,"10,354"
2018/03/30,금,삼성,넥센,대구,"11,683"
2018/03/31,토,LG,KIA,잠실,"25,000"
2018/03/31,토,롯데,NC,사직,"25,000"
2018/03/31,토,KT,두산,수원,"16,852"
2018/03/31,토,한화,SK,대전,"13,000"
2018/03/31,토,삼성,넥센,대구,"16,572"
2018/04/01,일,LG,KIA,잠실,"23,815"
2018/04/01,일,롯데,NC,사직,"19,432"
2018/04/01,일,KT,두산,수원,"16,137"
2018/04/01,일,한화,SK,대전,"9,528"
2018/04/01,일,삼성,넥센,대구,"14,336"
2018/04/03,화,SK,KIA,문학,"15,052"
2018/04/03,화,넥센,KT,고척,"1,814"
2018/04/03,화,두산,LG,잠실,"13,557"
2018/04/03,화,한화,롯데,대전,"5,740"
2018/04/03,화,NC,삼성,마산,"5,655"
2018/04/04,수,SK,KIA,문학,"14,639"
2018/04/04,수,넥센,KT,고척,"2,081"
2018/04/04,수,두산,LG,잠실,"12,742"
2018/04/04,수,한화,롯데,대전,"3,891"
2018/04/04,수,NC,삼성,마산,"3,192"
2018/04/05,목,넥센,KT,고척,"2,489"
2018/04/05,목,NC,삼성,마산,"3,904"
2018/04/06,금,롯데,LG,사직,"8,814"
2018/04/06,금,KIA,넥센,광주,"10,616"
2018/04/07,토,KT,한화,수원,"14,746"
2018/04/07,토,롯데,LG,사직,"14,498"
2018/04/07,토,두산,NC,잠실,"16,586"
2018/04/07,토,SK,삼성,문학,"17,581"
2018/04/07,토,KIA,넥센,광주,"16,661"
2018/04/08,일,KT,한화,수원,"12,840"
2018/04/08,일,롯데,LG,사직,"13,093"
2018/04/08,일,두산,NC,잠실,"13,877"
2018/04/08,일,SK,삼성,문학,"15,144"
2018/04/08,일,KIA,넥센,광주,"16,133"
2018/04/10,화,한화,KIA,대전,"6,539"
2018/04/10,화,NC,KT,마산,"6,010"
2018/04/10,화,삼성,두산,대구,"6,323"
2018/04/10,화,LG,SK,잠실,"8,069"
2018/04/10,화,롯데,넥센,울산,"5,902"
2018/04/11,수,한화,KIA,대전,"7,545"
2018/04/11,수,NC,KT,마산,"5,393"
2018/04/11,수,삼성,두산,대구,"7,736"
2018/04/11,수,LG,SK,잠실,"8,940"
2018/04/11,수,롯데,넥센,울산,"5,991"
2018/04/12,목,한화,KIA,대전,"8,577"
2018/04/12,목,NC,KT,마산,"5,855"
2018/04/12,목,삼성,두산,대구,"6,283"
2018/04/12,목,LG,SK,잠실,"9,825"
2018/04/12,목,롯데,넥센,울산,"7,252"
2018/04/13,금,LG,KT,잠실,"10,899"
2018/04/13,금,KIA,롯데,광주,"14,159"
2018/04/13,금,SK,NC,문학,"7,945"
2018/04/13,금,넥센,두산,고척,"6,031"
2018/04/13,금,한화,삼성,대전,"8,072"
2018/04/14,토,LG,KT,잠실,"12,862"
2018/04/14,토,SK,NC,문학,"9,939"
2018/04/14,토,넥센,두산,고척,"12,480"
2018/04/14,토,한화,삼성,대전,"8,783"
2018/04/15,일,LG,KT,잠실,"15,336"
2018/04/15,일,SK,NC,문학,"15,471"
2018/04/15,일,넥센,두산,고척,"9,629"
2018/04/15,일,한화,삼성,대전,"13,000"
2018/04/17,화,두산,한화,잠실,"16,073"
2018/04/17,화,KIA,LG,광주,"8,058"
2018/04/17,화,넥센,NC,고척,"2,028"
2018/04/17,화,KT,SK,수원,"4,237"
2018/04/17,화,롯데,삼성,사직,"9,213"
2018/04/18,수,두산,한화,잠실,"16,437"
2018/04/18,수,KIA,LG,광주,"8,528"
2018/04/18,수,넥센,NC,고척,"2,344"
2018/04/18,수,KT,SK,수원,"4,312"
2018/04/18,수,롯데,삼성,사직,"8,428"
2018/04/19,목,두산,한화,잠실,"16,104"
2018/04/19,목,KIA,LG,광주,"10,700"
2018/04/19,목,넥센,NC,고척,"2,453"
2018/04/19,목,KT,SK,수원,"4,640"
2018/04/19,목,롯데,삼성,사직,"9,379"
2018/04/20,금,두산,KIA,잠실,"23,214"
2018/04/20,금,삼성,KT,대구,"7,466"
2018/04/20,금,NC,LG,마산,"7,357"
2018/04/20,금,롯데,SK,사직,"8,647"
2018/04/20,금,한화,넥센,대전,"9,246"
2018/04/21,토,두산,KIA,잠실,"25,000"
2018/04/21,토,삼성,KT,대구,"16,454"
2018/04/21,토,NC,LG,마산,"8,767"
2018/04/21,토,롯데,SK,사직,"17,911"
2018/04/21,토,한화,넥센,대전,"13,000"
2018/04/22,일,두산,KIA,잠실,"22,177"
2018/04/22,일,삼성,KT,대구,"9,026"
2018/04/22,일,NC,LG,마산,"6,242"
2018/04/22,일,롯데,SK,사직,"11,364"
2018/04/22,일,한화,넥센,대전,"6,743"
2018/04/24,화,KT,롯데,수원,"5,429"
2018/04/24,화,삼성,NC,대구,"3,216"
2018/04/24,화,SK,두산,문학,"7,929"
2018/04/24,화,LG,넥센,잠실,"8,531"
2018/04/25,수,KIA,한화,광주,"10,420"
2018/04/25,수,KT,롯데,수원,"6,922"
2018/04/25,수,삼성,NC,대구,"5,371"
2018/04/25,수,SK,두산,문학,"14,201"
2018/04/25,수,LG,넥센,잠실,"10,744"
2018/04/26,목,KIA,한화,광주,"12,055"
2018/04/26,목,KT,롯데,수원,"7,023"
2018/04/26,목,삼성,NC,대구,"7,705"
2018/04/26,목,SK,두산,문학,"15,020"
2018/04/26,목,LG,넥센,잠실,"11,008"
2018/04/27,금,롯데,한화,사직,"14,873"
2018/04/27,금,KT,KIA,수원,"14,901"
2018/04/27,금,NC,두산,마산,"8,331"
2018/04/27,금,넥센,SK,고척,"3,260"
2018/04/27,금,LG,삼성,잠실,"15,885"
2018/04/28,토,롯데,한화,사직,"23,139"
2018/04/28,토,KT,KIA,수원,"20,800"
2018/04/28,토,NC,두산,마산,"10,058"
2018/04/28,토,넥센,SK,고척,"7,185"
2018/04/28,토,LG,삼성,잠실,"23,380"
2018/04/29,일,롯데,한화,사직,"17,684"
2018/04/29,일,KT,KIA,수원,"20,800"
2018/04/29,일,NC,두산,마산,"9,075"
2018/04/29,일,넥센,SK,고척,"5,712"
2018/04/29,일,LG,삼성,잠실,"21,031"
2018/05/01,화,롯데,KIA,사직,"12,758"
2018/05/01,화,두산,KT,잠실,"13,421"
2018/05/01,화,한화,LG,대전,"12,449"
2018/05/01,화,삼성,SK,대구,"6,764"
2018/05/01,화,NC,넥센,마산,"6,524"
2018/05/02,수,롯데,KIA,사직,"7,513"
2018/05/02,수,한화,LG,대전,"6,171"
2018/05/02,수,삼성,SK,대구,"3,531"
2018/05/02,수,NC,넥센,마산,"3,098"
2018/05/03,목,롯데,KIA,사직,"12,267"
2018/05/03,목,두산,KT,잠실,"10,196"
2018/05/03,목,한화,LG,대전,"9,680"
2018/05/03,목,삼성,SK,대구,"4,760"
2018/05/03,목,NC,넥센,마산,"4,334"
2018/05/04,금,삼성,한화,대구,"11,094"
2018/05/04,금,SK,롯데,문학,"17,628"
2018/05/04,금,KIA,NC,광주,"15,851"
2018/05/04,금,LG,두산,잠실,"23,098"
2018/05/04,금,KT,넥센,수원,"5,572"
2018/05/05,토,삼성,한화,대구,"21,291"
2018/05/05,토,SK,롯데,문학,"25,000"
2018/05/05,토,KIA,NC,광주,"20,500"
2018/05/05,토,LG,두산,잠실,"25,000"
2018/05/05,토,KT,넥센,수원,"15,090"
2018/05/06,일,KIA,NC,광주,"16,532"
2018/05/06,일,LG,두산,잠실,"21,014"
2018/05/08,화,넥센,한화,고척,"6,875"
2018/05/08,화,LG,롯데,잠실,"13,448"
2018/05/08,화,KIA,두산,광주,"8,734"
2018/05/08,화,NC,SK,마산,"4,068"
2018/05/08,화,KT,삼성,수원,"3,698"
2018/05/09,수,넥센,한화,고척,"7,983"
2018/05/09,수,LG,롯데,잠실,"18,561"
2018/05/09,수,KIA,두산,광주,"14,319"
2018/05/09,수,NC,SK,마산,"4,484"
2018/05/09,수,KT,삼성,수원,"5,985"
2018/05/10,목,넥센,한화,고척,"9,703"
2018/05/10,목,LG,롯데,잠실,"19,697"
2018/05/10,목,KIA,두산,광주,"13,245"
2018/05/10,목,NC,SK,마산,"7,718"
2018/05/10,목,KT,삼성,수원,"5,979"
2018/05/11,금,삼성,KIA,대구,"10,391"
2018/05/11,금,롯데,KT,사직,"17,026"
2018/05/11,금,SK,LG,문학,"15,870"
2018/05/11,금,한화,NC,대전,"12,312"
2018/05/11,금,두산,넥센,잠실,"14,269"
2018/05/13,일,삼성,KIA,대구,"15,135"
2018/05/13,일,롯데,KT,사직,"18,650"
2018/05/13,일,SK,LG,문학,"24,496"
2018/05/13,일,한화,NC,대전,"13,000"
2018/05/13,일,두산,넥센,잠실,"17,813"
2018/05/15,화,넥센,KIA,고척,"12,250"
2018/05/15,화,한화,KT,대전,"10,454"
2018/05/15,화,삼성,LG,포항,"6,787"
2018/05/15,화,NC,롯데,마산,"10,012"
2018/05/15,화,두산,SK,잠실,"13,222"
2018/05/16,수,넥센,KIA,고척,"11,273"
2018/05/16,수,한화,KT,대전,"7,053"
2018/05/16,수,삼성,LG,포항,"5,720"
2018/05/16,수,두산,SK,잠실,"7,119"
2018/05/17,목,넥센,KIA,고척,"11,464"
2018/05/17,목,한화,KT,대전,"6,770"
2018/05/17,목,삼성,LG,포항,"5,614"
2018/05/17,목,NC,롯데,마산,"7,035"
2018/05/18,금,LG,한화,잠실,"21,431"
2018/05/18,금,KT,NC,수원,"3,737"
2018/05/18,금,롯데,두산,사직,"11,287"
2018/05/18,금,KIA,SK,광주,"12,637"
2018/05/18,금,넥센,삼성,고척,"3,298"
2018/05/19,토,LG,한화,잠실,"25,000"
2018/05/19,토,KT,NC,수원,"11,752"
2018/05/19,토,롯데,두산,사직,"25,000"
2018/05/19,토,KIA,SK,광주,"20,500"
2018/05/19,토,넥센,삼성,고척,"8,547"
2018/05/20,일,LG,한화,잠실,"25,000"
2018/05/20,일,KT,NC,수원,"9,497"
2018/05/20,일,롯데,두산,사직,"25,000"
2018/05/20,일,KIA,SK,광주,"20,500"
2018/05/20,일,넥센,삼성,고척,"7,610"
2018/05/22,화,KIA,KT,광주,"19,693"
2018/05/22,화,삼성,롯데,대구,"24,000"
2018/05/22,화,LG,NC,잠실,"18,543"
2018/05/22,화,한화,두산,대전,"13,000"
2018/05/22,화,SK,넥센,문학,"19,616"
2018/05/23,수,KIA,KT,광주,"11,334"
2018/05/23,수,삼성,롯데,대구,"12,008"
2018/05/23,수,LG,NC,잠실,"9,279"
2018/05/23,수,한화,두산,대전,"12,357"
2018/05/23,수,SK,넥센,문학,"7,582"
2018/05/24,목,KIA,KT,광주,"11,297"
2018/05/24,목,삼성,롯데,대구,"11,270"
2018/05/24,목,LG,NC,잠실,"11,075"
2018/05/24,목,한화,두산,대전,"13,000"
2018/05/24,목,SK,넥센,문학,"6,856"
2018/05/25,금,SK,한화,문학,"22,889"
2018/05/25,금,NC,KIA,마산,"8,065"
2018/05/25,금,KT,LG,수원,"10,009"
2018/05/25,금,넥센,롯데,고척,"6,131"
2018/05/25,금,두산,삼성,잠실,"15,168"
2018/05/26,토,SK,한화,문학,"25,000"
2018/05/26,토,NC,KIA,마산,"10,088"
2018/05/26,토,KT,LG,수원,"18,479"
2018/05/26,토,넥센,롯데,고척,"12,331"
2018/05/26,토,두산,삼성,잠실,"25,000"
2018/05/27,일,SK,한화,문학,"25,000"
2018/05/27,일,NC,KIA,마산,"8,019"
2018/05/27,일,KT,LG,수원,"16,232"
2018/05/27,일,넥센,롯데,고척,"9,964"
2018/05/27,일,두산,삼성,잠실,"21,171"
2018/05/29,화,삼성,KT,대구,"7,342"
2018/05/29,화,롯데,LG,사직,"14,775"
2018/05/29,화,한화,NC,대전,"9,158"
2018/05/29,화,KIA,넥센,광주,"9,199"
2018/05/30,수,삼성,KT,대구,"7,705"
2018/05/30,수,롯데,LG,사직,"15,309"
2018/05/30,수,한화,NC,대전,"10,458"
2018/05/30,수,두산,SK,잠실,"12,382"
2018/05/30,수,KIA,넥센,광주,"9,591"
2018/05/31,목,삼성,KT,대구,"8,218"
2018/05/31,목,롯데,LG,사직,"10,389"
2018/05/31,목,한화,NC,대전,"11,479"
2018/05/31,목,두산,SK,잠실,"12,412"
2018/05/31,목,KIA,넥센,광주,"9,928"
2018/06/01,금,롯데,한화,사직,"13,641"
2018/06/01,금,SK,KT,문학,"14,451"
2018/06/01,금,KIA,두산,광주,"17,114"
2018/06/01,금,NC,삼성,마산,"5,763"
2018/06/01,금,LG,넥센,잠실,"12,385"
2018/06/02,토,롯데,한화,사직,"25,000"
2018/06/02,토,SK,KT,문학,"18,465"
2018/06/02,토,KIA,두산,광주,"20,500"
2018/06/02,토,NC,삼성,마산,"8,037"
2018/06/02,토,LG,넥센,잠실,"20,227"
2018/06/03,일,롯데,한화,사직,"14,408"
2018/06/03,일,SK,KT,문학,"14,028"
2018/06/03,일,KIA,두산,광주,"18,581"
2018/06/03,일,NC,삼성,마산,"6,155"
2018/06/03,일,LG,넥센,잠실,"15,687"
2018/06/05,화,LG,한화,잠실,"23,934"
2018/06/05,화,KT,KIA,수원,"12,598"
2018/06/05,화,NC,롯데,마산,"8,536"
2018/06/05,화,넥센,두산,고척,"6,655"
2018/06/05,화,SK,삼성,문학,"10,828"
2018/06/06,수,LG,한화,잠실,"23,593"
2018/06/06,수,KT,KIA,수원,"20,800"
2018/06/06,수,NC,롯데,마산,"8,867"
2018/06/06,수,넥센,두산,고척,"13,731"
2018/06/06,수,SK,삼성,문학,"20,381"
2018/06/07,목,LG,한화,잠실,"20,245"
2018/06/07,목,KT,KIA,수원,"10,436"
2018/06/07,목,NC,롯데,마산,"7,573"
2018/06/07,목,넥센,두산,고척,"4,108"
2018/06/07,목,SK,삼성,문학,"7,624"
2018/06/08,금,롯데,KIA,사직,"13,245"
2018/06/08,금,삼성,LG,대구,"14,613"
2018/06/08,금,두산,NC,잠실,"11,531"
2018/06/08,금,한화,SK,대전,"13,000"
2018/06/08,금,KT,넥센,수원,"3,492"
2018/06/09,토,롯데,KIA,사직,"25,000"
2018/06/09,토,삼성,LG,대구,"24,000"
2018/06/09,토,두산,NC,잠실,"20,314"
2018/06/09,토,한화,SK,대전,"13,000"
2018/06/09,토,KT,넥센,수원,"10,230"
2018/06/10,일,삼성,LG,대구,"13,594"
2018/06/10,일,두산,NC,잠실,"14,323"
2018/06/10,일,한화,SK,대전,"13,000"
2018/06/10,일,KT,넥센,수원,"7,186"
2018/06/12,화,넥센,한화,고척,"9,527"
2018/06/12,화,두산,KT,잠실,"10,412"
2018/06/12,화,NC,LG,마산,"5,730"
2018/06/12,화,KIA,SK,광주,"16,512"
2018/06/12,화,롯데,삼성,사직,"15,541"
2018/06/13,수,넥센,한화,고척,"12,756"
2018/06/13,수,두산,KT,잠실,"13,845"
2018/06/13,수,NC,LG,마산,"4,838"
2018/06/13,수,KIA,SK,광주,"16,869"
2018/06/13,수,롯데,삼성,사직,"13,592"
2018/06/14,목,넥센,한화,고척,"7,656"
2018/06/14,목,두산,KT,잠실,"7,513"
2018/06/14,목,NC,LG,마산,"4,463"
2018/06/14,목,KIA,SK,광주,"10,317"
2018/06/14,목,롯데,삼성,사직,"9,318"
2018/06/15,금,LG,KIA,잠실,"23,375"
2018/06/15,금,NC,KT,마산,"4,418"
2018/06/15,금,SK,롯데,문학,"13,204"
2018/06/15,금,한화,두산,대전,"13,000"
2018/06/15,금,넥센,삼성,고척,"2,676"
2018/06/16,토,LG,KIA,잠실,"25,000"
2018/06/16,토,NC,KT,마산,"7,503"
2018/06/16,토,SK,롯데,문학,"23,047"
2018/06/16,토,한화,두산,대전,"13,000"
2018/06/16,토,넥센,삼성,고척,"7,827"
2018/06/17,일,LG,KIA,잠실,"23,586"
2018/06/17,일,NC,KT,마산,"6,596"
2018/06/17,일,SK,롯데,문학,"16,403"
2018/06/17,일,한화,두산,대전,"13,000"
2018/06/17,일,넥센,삼성,고척,"4,089"
2018/06/19,화,한화,LG,청주,"10,000"
2018/06/19,화,KT,롯데,수원,"6,299"
2018/06/19,화,삼성,SK,대구,"4,353"
2018/06/19,화,두산,넥센,잠실,"7,323"
2018/06/20,수,한화,LG,청주,"10,000"
2018/06/20,수,KT,롯데,수원,"6,404"
2018/06/20,수,KIA,NC,광주,"7,916"
2018/06/20,수,삼성,SK,대구,"6,594"
2018/06/20,수,두산,넥센,잠실,"9,056"
2018/06/21,목,한화,LG,청주,"10,000"
2018/06/21,목,KT,롯데,수원,"7,023"
2018/06/21,목,KIA,NC,광주,"17,892"
2018/06/21,목,삼성,SK,대구,"6,243"
2018/06/21,목,두산,넥센,잠실,"10,145"
2018/06/22,금,NC,한화,마산,"7,525"
2018/06/22,금,넥센,KIA,고척,"6,788"
2018/06/22,금,LG,롯데,잠실,"21,084"
2018/06/22,금,삼성,두산,대구,"12,405"
2018/06/22,금,KT,SK,수원,"3,797"
2018/06/23,토,NC,한화,마산,"9,549"
2018/06/23,토,넥센,KIA,고척,"14,811"
2018/06/23,토,LG,롯데,잠실,"24,212"
2018/06/23,토,삼성,두산,대구,"15,332"
2018/06/23,토,KT,SK,수원,"9,673"
2018/06/24,일,NC,한화,마산,"6,136"
2018/06/24,일,넥센,KIA,고척,"10,227"
2018/06/24,일,LG,롯데,잠실,"20,904"
2018/06/24,일,삼성,두산,대구,"10,188"
2018/06/24,일,KT,SK,수원,"6,468"
2018/06/26,화,NC,두산,마산,"2,922"
2018/06/26,화,한화,삼성,대전,"7,344"
2018/06/26,화,롯데,넥센,사직,"9,507"
2018/06/27,수,SK,KIA,문학,"12,404"
2018/06/27,수,LG,KT,잠실,"9,004"
2018/06/27,수,NC,두산,마산,"2,865"
2018/06/27,수,한화,삼성,대전,"8,153"
2018/06/27,수,롯데,넥센,사직,"4,264"
2018/06/28,목,NC,두산,마산,"2,768"
2018/06/28,목,한화,삼성,대전,"9,914"
2018/06/28,목,롯데,넥센,사직,"4,510"
2018/06/29,금,두산,KIA,잠실,"23,114"
2018/06/29,금,SK,LG,문학,"14,054"
2018/06/29,금,한화,롯데,대전,"13,000"
2018/06/29,금,KT,NC,수원,"3,266"
2018/06/29,금,삼성,넥센,대구,"8,020"
2018/06/30,토,두산,KIA,잠실,"24,110"
2018/06/30,토,SK,LG,문학,"19,024"
2018/06/30,토,한화,롯데,대전,"11,891"
2018/06/30,토,KT,NC,수원,"4,237"
2018/07/01,일,삼성,넥센,대구,"5,015"
2018/07/03,화,KIA,한화,광주,"5,484"
2018/07/03,화,LG,NC,잠실,"7,034"
2018/07/03,화,넥센,SK,고척,"2,635"
2018/07/04,수,KIA,한화,광주,"7,287"
2018/07/04,수,LG,NC,잠실,"7,343"
2018/07/04,수,롯데,두산,사직,"7,750"
2018/07/04,수,넥센,SK,고척,"2,305"
2018/07/04,수,KT,삼성,수원,"3,320"
2018/07/05,목,KIA,한화,광주,"6,923"
2018/07/05,목,LG,NC,잠실,"8,125"
2018/07/05,목,롯데,두산,사직,"7,896"
2018/07/05,목,넥센,SK,고척,"2,876"
2018/07/05,목,KT,삼성,수원,"3,189"
2018/07/06,금,SK,한화,문학,"18,882"
2018/07/06,금,롯데,KT,사직,"10,497"
2018/07/06,금,KIA,LG,광주,"10,136"
2018/07/06,금,넥센,NC,고척,"1,755"
2018/07/06,금,두산,삼성,잠실,"17,262"
2018/07/07,토,SK,한화,문학,"25,000"
2018/07/07,토,롯데,KT,사직,"22,958"
2018/07/07,토,KIA,LG,광주,"19,352"
2018/07/07,토,넥센,NC,고척,"4,681"
2018/07/07,토,두산,삼성,잠실,"21,138"
2018/07/08,일,SK,한화,문학,"23,044"
2018/07/08,일,롯데,KT,사직,"11,528"
2018/07/08,일,KIA,LG,광주,"15,038"
2018/07/08,일,넥센,NC,고척,"2,312"
2018/07/08,일,두산,삼성,잠실,"17,144"
2018/07/10,화,NC,KIA,마산,"5,089"
2018/07/10,화,삼성,롯데,포항,"8,245"
2018/07/10,화,KT,두산,수원,"5,030"
2018/07/10,화,LG,SK,잠실,"8,445"
2018/07/10,화,한화,넥센,대전,"9,776"
2018/07/11,수,NC,KIA,마산,"5,631"
2018/07/11,수,삼성,롯데,포항,"8,920"
2018/07/11,수,KT,두산,수원,"6,249"
2018/07/11,수,LG,SK,잠실,"9,417"
2018/07/11,수,한화,넥센,대전,"10,007"
2018/07/12,목,NC,KIA,마산,"4,761"
2018/07/12,목,삼성,롯데,포항,"8,472"
2018/07/12,목,KT,두산,수원,"6,306"
2018/07/12,목,LG,SK,잠실,"9,947"
2018/07/12,목,한화,넥센,대전,"10,741"
2018/07/17,화,KT,한화,수원,"9,729"
2018/07/17,화,넥센,LG,고척,"5,688"
2018/07/17,화,두산,롯데,잠실,"12,122"
2018/07/17,화,SK,NC,문학,"5,195"
2018/07/17,화,KIA,삼성,광주,"6,685"
2018/07/18,수,KT,한화,수원,"9,599"
2018/07/18,수,넥센,LG,고척,"5,670"
2018/07/18,수,두산,롯데,잠실,"11,707"
2018/07/18,수,SK,NC,문학,"6,563"
2018/07/18,수,KIA,삼성,광주,"7,058"
2018/07/19,목,KT,한화,수원,"9,918"
2018/07/19,목,넥센,LG,고척,"6,475"
2018/07/19,목,두산,롯데,잠실,"12,265"
2018/07/19,목,SK,NC,문학,"6,702"
2018/07/19,목,KIA,삼성,광주,"8,834"
2018/07/20,금,삼성,한화,대구,"10,101"
2018/07/20,금,KIA,KT,광주,"9,487"
2018/07/20,금,LG,두산,잠실,"19,800"
2018/07/20,금,롯데,SK,사직,"9,293"
2018/07/20,금,NC,넥센,마산,"4,577"
2018/07/21,토,삼성,한화,대구,"12,101"
2018/07/21,토,KIA,KT,광주,"13,177"
2018/07/21,토,LG,두산,잠실,"22,550"
2018/07/21,토,롯데,SK,사직,"15,371"
2018/07/21,토,NC,넥센,마산,"7,048"
2018/07/22,일,삼성,한화,대구,"8,146"
2018/07/22,일,KIA,KT,광주,"8,018"
2018/07/22,일,LG,두산,잠실,"18,463"
2018/07/22,일,롯데,SK,사직,"7,609"
2018/07/22,일,NC,넥센,마산,"4,381"
2018/07/24,화,한화,KIA,대전,"9,604"
2018/07/24,화,넥센,KT,고척,"1,515"
2018/07/24,화,롯데,NC,사직,"7,559"
2018/07/24,화,SK,두산,문학,"15,433"
2018/07/24,화,LG,삼성,잠실,"9,393"
2018/07/25,수,한화,KIA,대전,"9,281"
2018/07/25,수,넥센,KT,고척,"1,600"
2018/07/25,수,롯데,NC,사직,"7,318"
2018/07/25,수,SK,두산,문학,"13,068"
2018/07/25,수,LG,삼성,잠실,"8,849"
2018/07/26,목,한화,KIA,대전,"9,397"
2018/07/26,목,넥센,KT,고척,"1,637"
2018/07/26,목,롯데,NC,사직,"7,177"
2018/07/26,목,SK,두산,문학,"13,499"
2018/07/26,목,LG,삼성,잠실,"9,415"
2018/07/27,금,두산,한화,잠실,"19,023"
2018/07/27,금,삼성,KIA,대구,"5,293"
2018/07/27,금,KT,LG,수원,"7,188"
2018/07/27,금,넥센,롯데,고척,"4,148"
2018/07/27,금,NC,SK,마산,"4,187"
2018/07/28,토,두산,한화,잠실,"22,202"
2018/07/28,토,삼성,KIA,대구,"14,121"
2018/07/28,토,KT,LG,수원,"13,230"
2018/07/28,토,넥센,롯데,고척,"9,386"
2018/07/28,토,NC,SK,마산,"6,103"
2018/07/29,일,두산,한화,잠실,"21,084"
2018/07/29,일,삼성,KIA,대구,"10,631"
2018/07/29,일,KT,LG,수원,"9,079"
2018/07/29,일,넥센,롯데,고척,"7,354"
2018/07/29,일,NC,SK,마산,"4,263"
2018/07/31,화,한화,KT,대전,"8,013"
2018/07/31,화,두산,LG,잠실,"13,107"
2018/07/31,화,KIA,롯데,광주,"8,508"
2018/07/31,화,삼성,NC,대구,"9,057"
2018/07/31,화,SK,넥센,문학,"6,049"
2018/08/01,수,한화,KT,대전,"7,896"
2018/08/01,수,두산,LG,잠실,"12,145"
2018/08/01,수,KIA,롯데,광주,"7,018"
2018/08/01,수,삼성,NC,대구,"8,519"
2018/08/01,수,SK,넥센,문학,"5,976"
2018/08/02,목,한화,KT,대전,"8,425"
2018/08/02,목,두산,LG,잠실,"13,304"
2018/08/02,목,KIA,롯데,광주,"8,398"
2018/08/02,목,삼성,NC,대구,"9,486"
2018/08/02,목,SK,넥센,문학,"6,948"
2018/08/04,토,한화,NC,대전,"12,154"
2018/08/04,토,KIA,두산,광주,"12,219"
2018/08/04,토,LG,SK,잠실,"12,070"
2018/08/04,토,롯데,삼성,사직,"21,694"
2018/08/04,토,KT,넥센,수원,"7,073"
2018/08/05,일,한화,NC,대전,"8,618"
2018/08/05,일,KIA,두산,광주,"8,281"
2018/08/05,일,LG,SK,잠실,"8,689"
2018/08/05,일,롯데,삼성,사직,"10,813"
2018/08/05,일,KT,넥센,수원,"5,249"
2018/08/07,화,두산,한화,잠실,"13,184"
2018/08/07,화,넥센,KIA,고척,"10,520"
2018/08/07,화,NC,KT,마산,"4,936"
2018/08/07,화,롯데,LG,울산,"6,036"
2018/08/07,화,SK,삼성,문학,"7,135"
2018/08/08,수,두산,한화,잠실,"14,047"
2018/08/08,수,넥센,KIA,고척,"10,312"
2018/08/08,수,NC,KT,마산,"4,382"
2018/08/08,수,롯데,LG,울산,"12,038"
2018/08/08,수,SK,삼성,문학,"7,160"
2018/08/09,목,KIA,롯데,광주,"6,026"
2018/08/09,목,KT,두산,수원,"6,566"
2018/08/09,목,NC,SK,마산,"4,315"
2018/08/09,목,LG,삼성,잠실,"10,007"
2018/08/09,목,한화,넥센,청주,"9,485"
2018/08/10,금,KT,두산,수원,"8,117"
2018/08/10,금,NC,SK,마산,"5,867"
2018/08/10,금,LG,삼성,잠실,"12,706"
2018/08/10,금,한화,넥센,청주,"9,813"
2018/08/11,토,SK,KIA,문학,"24,379"
2018/08/11,토,한화,KT,대전,"11,528"
2018/08/11,토,넥센,LG,고척,"12,771"
2018/08/11,토,두산,롯데,잠실,"18,426"
2018/08/11,토,삼성,NC,대구,"18,533"
2018/08/12,일,SK,KIA,문학,"18,378"
2018/08/12,일,한화,KT,대전,"9,827"
2018/08/12,일,넥센,LG,고척,"9,279"
2018/08/12,일,두산,롯데,잠실,"14,175"
2018/08/12,일,삼성,NC,대구,"12,603"
2018/08/14,화,롯데,한화,사직,"16,346"
2018/08/14,화,KIA,LG,광주,"10,131"
2018/08/14,화,KT,NC,수원,"4,364"
2018/08/14,화,두산,SK,잠실,"11,132"
2018/08/14,화,삼성,넥센,대구,"11,146"
2018/08/15,수,KIA,LG,광주,"11,520"
2018/08/15,수,KT,NC,수원,"6,752"
2018/08/15,수,두산,SK,잠실,"12,244"
2018/08/15,수,삼성,넥센,대구,"12,048"
2018/08/16,목,삼성,한화,대구,"6,809"
2018/08/16,목,롯데,KIA,사직,"10,800"
2018/08/16,목,SK,LG,문학,"8,388"
2018/08/16,목,KT,NC,수원,"3,359"
2018/08/16,목,두산,넥센,잠실,"9,168"
2018/09/04,화,두산,KIA,잠실,"14,603"
2018/09/04,화,KT,LG,수원,"4,287"
2018/09/04,화,한화,롯데,대전,"7,285"
